problem_id,answer_text,n,proportion
95,17600,1,0.02127659574468085
95,21120,1,0.02127659574468085
95,26952,1,0.02127659574468085
207,7,66,0.6804123711340206
207,-2,8,0.08247422680412371
207,1,4,0.041237113402061855
207,2,2,0.020618556701030927
207,4.5,2,0.020618556701030927
207,6.5,2,0.020618556701030927
207,-1,1,0.010309278350515464
207,-2.6,1,0.010309278350515464
207,-3,1,0.010309278350515464
207,.5,1,0.010309278350515464
207,1.5,1,0.010309278350515464
207,1.6,1,0.010309278350515464
207,11.25,1,0.010309278350515464
207,2.5,1,0.010309278350515464
207,3,1,0.010309278350515464
207,5,1,0.010309278350515464
207,5.5,1,0.010309278350515464
207,70,1,0.010309278350515464
207,8,1,0.010309278350515464
311,2 1/4,155,0.34444444444444444
311,45/20,51,0.11333333333333333
311,20/45,27,0.06
311,4/9,25,0.05555555555555555
311,9/4,25,0.05555555555555555
311,2.25,18,0.04
311,2 5/20,14,0.03111111111111111
311,18/50,11,0.024444444444444446
311,2 1/2,8,0.017777777777777778
311,2/9,8,0.017777777777777778
311,2,7,0.015555555555555555
311,1/2,6,0.013333333333333334
311,5/10,5,0.011111111111111112
311,0.36,4,0.008888888888888889
311,1 1/4,4,0.008888888888888889
311,4.5,4,0.008888888888888889
311,7/5,4,0.008888888888888889
311,2 1/10,3,0.006666666666666667
311,2/5,3,0.006666666666666667
311,30,3,0.006666666666666667
311,4,3,0.006666666666666667
311,4 1/2,3,0.006666666666666667
311,1,2,0.0044444444444444444
311,1/4,2,0.0044444444444444444
311,24,2,0.0044444444444444444
311,3,2,0.0044444444444444444
311,3/5,2,0.0044444444444444444
311,4/10,2,0.0044444444444444444
311,6,2,0.0044444444444444444
311,9,2,0.0044444444444444444
311,0.44444444444444,1,0.0022222222222222222
311,0.5,1,0.0022222222222222222
311,1 1/2,1,0.0022222222222222222
311,1 1/3,1,0.0022222222222222222
311,1 2/4,1,0.0022222222222222222
311,1 3/10,1,0.0022222222222222222
311,1.25,1,0.0022222222222222222
311,1/5,1,0.0022222222222222222
311,10/45,1,0.0022222222222222222
311,10/9,1,0.0022222222222222222
311,11/15,1,0.0022222222222222222
311,11/25,1,0.0022222222222222222
311,13/10,1,0.0022222222222222222
311,16 / 15,1,0.0022222222222222222
311,2 25/10,1,0.0022222222222222222
311,2 3/4,1,0.0022222222222222222
311,2 5/45,1,0.0022222222222222222
311,2. 25,1,0.0022222222222222222
311,2.2,1,0.0022222222222222222
311,2/4,1,0.0022222222222222222
311,20/50,1,0.0022222222222222222
311,21,1,0.0022222222222222222
311,21.6,1,0.0022222222222222222
311,25,1,0.0022222222222222222
311,3 1/5,1,0.0022222222222222222
311,3 4/10,1,0.0022222222222222222
311,3/2,1,0.0022222222222222222
311,4.125,1,0.0022222222222222222
311,4.4444444,1,0.0022222222222222222
311,4/2,1,0.0022222222222222222
311,4/5,1,0.0022222222222222222
311,445/20,1,0.0022222222222222222
311,45/4,1,0.0022222222222222222
311,47.5,1,0.0022222222222222222
311,5,1,0.0022222222222222222
311,5/5,1,0.0022222222222222222
311,5/50,1,0.0022222222222222222
311,50,1,0.0022222222222222222
311,54,1,0.0022222222222222222
311,7/10,1,0.0022222222222222222
311,7/2,1,0.0022222222222222222
311,8.5,1,0.0022222222222222222
311,90/40,1,0.0022222222222222222
312,-2,50,0.5154639175257731
312,-23,10,0.10309278350515463
312,2,7,0.07216494845360824
312,5.5,3,0.030927835051546393
312,3.4,2,0.020618556701030927
312,6,2,0.020618556701030927
312,9,2,0.020618556701030927
312,-1.5,1,0.010309278350515464
312,-1.75,1,0.010309278350515464
312,-2.5,1,0.010309278350515464
312,-22,1,0.010309278350515464
312,-23.5,1,0.010309278350515464
312,-28,1,0.010309278350515464
312,-4.7,1,0.010309278350515464
312,.5,1,0.010309278350515464
312,0,1,0.010309278350515464
312,1.55,1,0.010309278350515464
312,10,1,0.010309278350515464
312,11,1,0.010309278350515464
312,16,1,0.010309278350515464
312,17,1,0.010309278350515464
312,2 1/6,1,0.010309278350515464
312,2.83,1,0.010309278350515464
312,22,1,0.010309278350515464
312,4,1,0.010309278350515464
312,5,1,0.010309278350515464
312,8.5,1,0.010309278350515464
312,=2,1,0.010309278350515464
457,120,30,0.37037037037037035
457,67.7,10,0.12345679012345678
457,7200,4,0.04938271604938271
457,3600,3,0.037037037037037035
457,100,1,0.012345679012345678
457,120/240,1,0.012345679012345678
457,1200,1,0.012345679012345678
457,14,1,0.012345679012345678
457,"14,000",1,0.012345679012345678
457,142122.3034,1,0.012345679012345678
457,14400,1,0.012345679012345678
457,178,1,0.012345679012345678
457,"2,292",1,0.012345679012345678
457,20,1,0.012345679012345678
457,"22,608",1,0.012345679012345678
457,2200,1,0.012345679012345678
457,229.2,1,0.012345679012345678
457,240,1,0.012345679012345678
457,360,1,0.012345679012345678
457,4,1,0.012345679012345678
457,45216,1,0.012345679012345678
457,45238.93,1,0.012345679012345678
457,45238.93421,1,0.012345679012345678
457,456783,1,0.012345679012345678
457,4583,1,0.012345679012345678
457,4585,1,0.012345679012345678
457,4586,1,0.012345679012345678
457,46,1,0.012345679012345678
457,56,1,0.012345679012345678
457,6.7,1,0.012345679012345678
457,60,1,0.012345679012345678
457,68,1,0.012345679012345678
457,7,1,0.012345679012345678
457,700,1,0.012345679012345678
457,7000,1,0.012345679012345678
457,720,1,0.012345679012345678
457,920,1,0.012345679012345678
457,I don't know.,1,0.012345679012345678
503,7,552,0.6943396226415094
503,6,29,0.03647798742138365
503,5,27,0.033962264150943396
503,8,25,0.031446540880503145
503,16,17,0.021383647798742137
503,10,14,0.01761006289308176
503,16 1/3,13,0.016352201257861635
503,4,12,0.01509433962264151
503,9,10,0.012578616352201259
503,11,9,0.011320754716981131
503,3,8,0.010062893081761006
503,1,7,0.00880503144654088
503,17,7,0.00880503144654088
503,46,7,0.00880503144654088
503,2,6,0.007547169811320755
503,49/3,6,0.007547169811320755
503,12,5,0.006289308176100629
503,15,5,0.006289308176100629
503,13,3,0.0037735849056603774
503,16.3,3,0.0037735849056603774
503,18,3,0.0037735849056603774
503,15.5,2,0.0025157232704402514
503,26,2,0.0025157232704402514
503,5.5,2,0.0025157232704402514
503,-71/3,1,0.0012578616352201257
503,0,1,0.0012578616352201257
503,11+5w=60-2w,1,0.0012578616352201257
503,14,1,0.0012578616352201257
503,16 1 1/3,1,0.0012578616352201257
503,16 4/5,1,0.0012578616352201257
503,16.33,1,0.0012578616352201257
503,2.5,1,0.0012578616352201257
503,23,1,0.0012578616352201257
503,24 1/3,1,0.0012578616352201257
503,25,1,0.0012578616352201257
503,28,1,0.0012578616352201257
503,3 1/4,1,0.0012578616352201257
503,3/49,1,0.0012578616352201257
503,36,1,0.0012578616352201257
503,40,1,0.0012578616352201257
503,42,1,0.0012578616352201257
503,49,1,0.0012578616352201257
503,52,1,0.0012578616352201257
503,78,1,0.0012578616352201257
503,92,1,0.0012578616352201257
569,240,43,0.5375
569,135.41,5,0.0625
569,60,4,0.05
569,7200,4,0.05
569,135.4,3,0.0375
569,10000,1,0.0125
569,1100,1,0.0125
569,120,1,0.0125
569,136,1,0.0125
569,14400,1,0.0125
569,2,1,0.0125
569,28800,1,0.0125
569,324,1,0.0125
569,34,1,0.0125
569,340,1,0.0125
569,35.41,1,0.0125
569,3600,1,0.0125
569,45,1,0.0125
569,"45,216",1,0.0125
569,45216,1,0.0125
569,45238.93421,1,0.0125
569,458.4,1,0.0125
569,57600,1,0.0125
569,"7,200",1,0.0125
569,7000,1,0.0125
569,720,1,0.0125
662,754,31,0.3924050632911392
662,425.39,4,0.05063291139240506
662,480,4,0.05063291139240506
662,753.6,4,0.05063291139240506
662,120,2,0.02531645569620253
662,3.14,2,0.02531645569620253
662,425,2,0.02531645569620253
662,60,2,0.02531645569620253
662,753,2,0.02531645569620253
662,"1,507.2",1,0.012658227848101266
662,11225,1,0.012658227848101266
662,1130.4,1,0.012658227848101266
662,"14,391.5306",1,0.012658227848101266
662,"14,400",1,0.012658227848101266
662,140000,1,0.012658227848101266
662,1439.3,1,0.012658227848101266
662,14399,1,0.012658227848101266
662,1508,1,0.012658227848101266
662,180,1,0.012658227848101266
662,2,1,0.012658227848101266
662,213,1,0.012658227848101266
662,"22,608",1,0.012658227848101266
662,240,1,0.012658227848101266
662,254,1,0.012658227848101266
662,3500,1,0.012658227848101266
662,"4,586",1,0.012658227848101266
662,4000,1,0.012658227848101266
662,427,1,0.012658227848101266
662,435.4,1,0.012658227848101266
662,4583.662361,1,0.012658227848101266
662,4586,1,0.012658227848101266
662,60000,1,0.012658227848101266
662,7,1,0.012658227848101266
662,7200,1,0.012658227848101266
662,753.9822369,1,0.012658227848101266
682,46,573,0.7234848484848485
682,36,56,0.0707070707070707
682,49,28,0.03535353535353535
682,74,20,0.025252525252525252
682,35,10,0.012626262626262626
682,45,8,0.010101010101010102
682,40,6,0.007575757575757576
682,60,6,0.007575757575757576
682,48,5,0.006313131313131313
682,7,5,0.006313131313131313
682,11,3,0.003787878787878788
682,112,3,0.003787878787878788
682,120,3,0.003787878787878788
682,42,3,0.003787878787878788
682,5,3,0.003787878787878788
682,56,3,0.003787878787878788
682,6,3,0.003787878787878788
682,80,3,0.003787878787878788
682,$46,2,0.0025252525252525255
682,20,2,0.0025252525252525255
682,3,2,0.0025252525252525255
682,31,2,0.0025252525252525255
682,37,2,0.0025252525252525255
682,47,2,0.0025252525252525255
682,50,2,0.0025252525252525255
682,64,2,0.0025252525252525255
682,66,2,0.0025252525252525255
682,71,2,0.0025252525252525255
682,92,2,0.0025252525252525255
682,10,1,0.0012626262626262627
682,122,1,0.0012626262626262627
682,123,1,0.0012626262626262627
682,124,1,0.0012626262626262627
682,14,1,0.0012626262626262627
682,15,1,0.0012626262626262627
682,16.33,1,0.0012626262626262627
682,2,1,0.0012626262626262627
682,25,1,0.0012626262626262627
682,250,1,0.0012626262626262627
682,26,1,0.0012626262626262627
682,3/49,1,0.0012626262626262627
682,33,1,0.0012626262626262627
682,34,1,0.0012626262626262627
682,350,1,0.0012626262626262627
682,38,1,0.0012626262626262627
682,4,1,0.0012626262626262627
682,41,1,0.0012626262626262627
682,44,1,0.0012626262626262627
682,46\,1,0.0012626262626262627
682,49/3,1,0.0012626262626262627
682,54,1,0.0012626262626262627
682,55,1,0.0012626262626262627
682,61,1,0.0012626262626262627
682,62,1,0.0012626262626262627
682,65,1,0.0012626262626262627
682,70,1,0.0012626262626262627
682,72,1,0.0012626262626262627
682,8,1,0.0012626262626262627
1195,16c,23,0.27710843373493976
1195,c/16,22,0.26506024096385544
1195,1/16c,16,0.1927710843373494
1195,256c,3,0.03614457831325301
1195,16/c,2,0.024096385542168676
1195,1c,2,0.024096385542168676
1195,1/16,1,0.012048192771084338
1195,16,1,0.012048192771084338
1195,1c+16,1,0.012048192771084338
1195,32c,1,0.012048192771084338
1195,3c,1,0.012048192771084338
1195,4c,1,0.012048192771084338
1195,6c,1,0.012048192771084338
1195,9=16/c,1,0.012048192771084338
1195,C/16,1,0.012048192771084338
1195,c,1,0.012048192771084338
1195,c+16,1,0.012048192771084338
1195,c16,1,0.012048192771084338
1195,g = 16,1,0.012048192771084338
1195,g16=c,1,0.012048192771084338
1195,im not sure,1,0.012048192771084338
1468,30,36,0.2535211267605634
1468,10,19,0.13380281690140844
1468,2.5,16,0.11267605633802817
1468,5/2,15,0.1056338028169014
1468,1,8,0.056338028169014086
1468,5,7,0.04929577464788732
1468,2,4,0.028169014084507043
1468,2 1/2,3,0.02112676056338028
1468,3,3,0.02112676056338028
1468,4,3,0.02112676056338028
1468,15,2,0.014084507042253521
1468,18,2,0.014084507042253521
1468,0,1,0.007042253521126761
1468,0.3,1,0.007042253521126761
1468,1/3,1,0.007042253521126761
1468,12,1,0.007042253521126761
1468,12 1,1,0.007042253521126761
1468,13.75,1,0.007042253521126761
1468,144,1,0.007042253521126761
1468,2/3,1,0.007042253521126761
1468,22,1,0.007042253521126761
1468,27 2/3,1,0.007042253521126761
1468,3.0,1,0.007042253521126761
1468,3/1,1,0.007042253521126761
1468,3/2,1,0.007042253521126761
1468,3/3,1,0.007042253521126761
1468,300,1,0.007042253521126761
1468,40,1,0.007042253521126761
1468,6/30,1,0.007042253521126761
1468,60,1,0.007042253521126761
1468,7,1,0.007042253521126761
1468,74,1,0.007042253521126761
1468,78,1,0.007042253521126761
1468,8,1,0.007042253521126761
1468,9,1,0.007042253521126761
1468,9/3,1,0.007042253521126761
1638,126,28,0.5
1638,84,5,0.08928571428571429
1638,120,2,0.03571428571428571
1638,129,2,0.03571428571428571
1638,5.25,2,0.03571428571428571
1638,50,2,0.03571428571428571
1638,6,2,0.03571428571428571
1638,1.26,1,0.017857142857142856
1638,100,1,0.017857142857142856
1638,110,1,0.017857142857142856
1638,122,1,0.017857142857142856
1638,175,1,0.017857142857142856
1638,24,1,0.017857142857142856
1638,28,1,0.017857142857142856
1638,32,1,0.017857142857142856
1638,34254343287,1,0.017857142857142856
1638,38,1,0.017857142857142856
1638,40,1,0.017857142857142856
1638,5,1,0.017857142857142856
1638,80,1,0.017857142857142856
2532,3,585,0.5690661478599222
2532,30,68,0.06614785992217899
2532,2,59,0.057392996108949414
2532,10,49,0.047665369649805445
2532,4,28,0.027237354085603113
2532,6,28,0.027237354085603113
2532,7.5,22,0.021400778210116732
2532,5,20,0.019455252918287938
2532,1/2,10,0.009727626459143969
2532,1/3,10,0.009727626459143969
2532,12,10,0.009727626459143969
2532,15,10,0.009727626459143969
2532,9,9,0.008754863813229572
2532,60,7,0.006809338521400778
2532,7,7,0.006809338521400778
2532,8,6,0.005836575875486381
2532,1,5,0.0048638132295719845
2532,3.3,5,0.0048638132295719845
2532,3 1/3,4,0.0038910505836575876
2532,3.75,4,0.0038910505836575876
2532,1.5,3,0.0029182879377431907
2532,11,3,0.0029182879377431907
2532,20,3,0.0029182879377431907
2532,3.33,3,0.0029182879377431907
2532,3.5,3,0.0029182879377431907
2532,0.3,2,0.0019455252918287938
2532,1/5,2,0.0019455252918287938
2532,2.5,2,0.0019455252918287938
2532,3 1/2,2,0.0019455252918287938
2532,34,2,0.0019455252918287938
2532,x3,2,0.0019455252918287938
2532,0,1,0.0009727626459143969
2532,0.5,1,0.0009727626459143969
2532,0.5.,1,0.0009727626459143969
2532,1 1/2,1,0.0009727626459143969
2532,1.23,1,0.0009727626459143969
2532,1.7,1,0.0009727626459143969
2532,1/4,1,0.0009727626459143969
2532,10/1,1,0.0009727626459143969
2532,12.3,1,0.0009727626459143969
2532,12.5,1,0.0009727626459143969
2532,14,1,0.0009727626459143969
2532,14.10,1,0.0009727626459143969
2532,1500,1,0.0009727626459143969
2532,17,1,0.0009727626459143969
2532,18,1,0.0009727626459143969
2532,2 1/2,1,0.0009727626459143969
2532,2 1/5,1,0.0009727626459143969
2532,2 2/3,1,0.0009727626459143969
2532,2/1,1,0.0009727626459143969
2532,2/3,1,0.0009727626459143969
2532,2/5,1,0.0009727626459143969
2532,21,1,0.0009727626459143969
2532,24,1,0.0009727626459143969
2532,27 3/9,1,0.0009727626459143969
2532,270,1,0.0009727626459143969
2532,3.2,1,0.0009727626459143969
2532,3.25,1,0.0009727626459143969
2532,3.30,1,0.0009727626459143969
2532,3.33/1,1,0.0009727626459143969
2532,3.333,1,0.0009727626459143969
2532,3.4,1,0.0009727626459143969
2532,3/1,1,0.0009727626459143969
2532,3/10,1,0.0009727626459143969
2532,3/30,1,0.0009727626459143969
2532,3/4,1,0.0009727626459143969
2532,3/9,1,0.0009727626459143969
2532,30/3,1,0.0009727626459143969
2532,31/2,1,0.0009727626459143969
2532,4.5,1,0.0009727626459143969
2532,42,1,0.0009727626459143969
2532,44,1,0.0009727626459143969
2532,45,1,0.0009727626459143969
2532,5.25,1,0.0009727626459143969
2532,5.5,1,0.0009727626459143969
2532,6.2,1,0.0009727626459143969
2532,6.4,1,0.0009727626459143969
2532,6.66,1,0.0009727626459143969
2532,6.7,1,0.0009727626459143969
2532,65,1,0.0009727626459143969
2532,7.2,1,0.0009727626459143969
2532,7/5,1,0.0009727626459143969
2532,8/3,1,0.0009727626459143969
2532,9.30,1,0.0009727626459143969
2532,d,1,0.0009727626459143969
2532,you multyply,1,0.0009727626459143969
2695,6.1,18,0.9473684210526315
2695,2.24,1,0.05263157894736842
2812,6.82,17,0.8947368421052632
2812,6.88,1,0.05263157894736842
2812,7.82,1,0.05263157894736842
2930,15.9,11,0.5789473684210527
2930,15.90,5,0.2631578947368421
2930,15.94,1,0.05263157894736842
2930,15.95,1,0.05263157894736842
2930,16,1,0.05263157894736842
3036,8.1,13,0.6842105263157895
3036,8.10,4,0.21052631578947367
3036,4.06,1,0.05263157894736842
3036,9,1,0.05263157894736842
3098,1.25,74,0.4713375796178344
3098,0.8,17,0.10828025477707007
3098,1 1/4,10,0.06369426751592357
3098,20,9,0.05732484076433121
3098,5/4,8,0.050955414012738856
3098,1.5,5,0.03184713375796178
3098,.8,3,0.01910828025477707
3098,1.2,3,0.01910828025477707
3098,0.1,2,0.012738853503184714
3098,0.5,2,0.012738853503184714
3098,1,2,0.012738853503184714
3098,1.75,2,0.012738853503184714
3098,2,2,0.012738853503184714
3098,0.4,1,0.006369426751592357
3098,0.80,1,0.006369426751592357
3098,1  2/5,1,0.006369426751592357
3098,1 1/2,1,0.006369426751592357
3098,1 2/5,1,0.006369426751592357
3098,1.02,1,0.006369426751592357
3098,1.1,1,0.006369426751592357
3098,1/2,1,0.006369426751592357
3098,1/2 1,1,0.006369426751592357
3098,1/5,1,0.006369426751592357
3098,10.5,1,0.006369426751592357
3098,2.0,1,0.006369426751592357
3098,30,1,0.006369426751592357
3098,32,1,0.006369426751592357
3098,4,1,0.006369426751592357
3098,48/60,1,0.006369426751592357
3098,50 seconds,1,0.006369426751592357
3098,60,1,0.006369426751592357
3201,34.98,16,0.8421052631578947
3201,34.08,2,0.10526315789473684
3201,24.98,1,0.05263157894736842
3256,0.8,50,0.3184713375796178
3256,1.25,22,0.14012738853503184
3256,1,16,0.10191082802547771
3256,4/5,9,0.05732484076433121
3256,.8,8,0.050955414012738856
3256,0.75,5,0.03184713375796178
3256,1/2,4,0.025477707006369428
3256,20,3,0.01910828025477707
3256,5,3,0.01910828025477707
3256,5/4,3,0.01910828025477707
3256,0.5,2,0.012738853503184714
3256,0.80,2,0.012738853503184714
3256,4,2,0.012738853503184714
3256,48/60,2,0.012738853503184714
3256,.80,1,0.006369426751592357
3256,0.1,1,0.006369426751592357
3256,0.2,1,0.006369426751592357
3256,0.20,1,0.006369426751592357
3256,0.40,1,0.006369426751592357
3256,0.45,1,0.006369426751592357
3256,1 1/4,1,0.006369426751592357
3256,1.02,1,0.006369426751592357
3256,1.1,1,0.006369426751592357
3256,1.15,1,0.006369426751592357
3256,1.2,1,0.006369426751592357
3256,1.33,1,0.006369426751592357
3256,1.5,1,0.006369426751592357
3256,1/5,1,0.006369426751592357
3256,120,1,0.006369426751592357
3256,125,1,0.006369426751592357
3256,15,1,0.006369426751592357
3256,2,1,0.006369426751592357
3256,2.5,1,0.006369426751592357
3256,3.75,1,0.006369426751592357
3256,30,1,0.006369426751592357
3256,48,1,0.006369426751592357
3256,5/6,1,0.006369426751592357
3256,50 sec,1,0.006369426751592357
3256,60,1,0.006369426751592357
3256,`1.20,1,0.006369426751592357
3418,17.6,53,0.3375796178343949
3418,27.5,15,0.09554140127388536
3418,21,5,0.03184713375796178
3418,18,4,0.025477707006369428
3418,20,4,0.025477707006369428
3418,27.50,4,0.025477707006369428
3418,11,3,0.01910828025477707
3418,16.5,3,0.01910828025477707
3418,17 3/5,3,0.01910828025477707
3418,17,2,0.012738853503184714
3418,17.60,2,0.012738853503184714
3418,17.8,2,0.012738853503184714
3418,176,2,0.012738853503184714
3418,22,2,0.012738853503184714
3418,23.5,2,0.012738853503184714
3418,33,2,0.012738853503184714
3418,5,2,0.012738853503184714
3418,9,2,0.012738853503184714
3418,0.1,1,0.006369426751592357
3418,0.80,1,0.006369426751592357
3418,1 22/4,1,0.006369426751592357
3418,1.25,1,0.006369426751592357
3418,1.76,1,0.006369426751592357
3418,136,1,0.006369426751592357
3418,14 minutes,1,0.006369426751592357
3418,14.6666666667,1,0.006369426751592357
3418,16.50,1,0.006369426751592357
3418,17 36/60,1,0.006369426751592357
3418,17.5,1,0.006369426751592357
3418,17/6,1,0.006369426751592357
3418,18 1/2,1,0.006369426751592357
3418,18.2,1,0.006369426751592357
3418,18.25,1,0.006369426751592357
3418,2,1,0.006369426751592357
3418,2.5,1,0.006369426751592357
3418,21.5,1,0.006369426751592357
3418,22.5,1,0.006369426751592357
3418,22.8,1,0.006369426751592357
3418,22/21,1,0.006369426751592357
3418,22/4,1,0.006369426751592357
3418,23,1,0.006369426751592357
3418,24.2,1,0.006369426751592357
3418,25,1,0.006369426751592357
3418,25.5,1,0.006369426751592357
3418,26.4,1,0.006369426751592357
3418,2640,1,0.006369426751592357
3418,27.6,1,0.006369426751592357
3418,275,1,0.006369426751592357
3418,37.5,1,0.006369426751592357
3418,4,1,0.006369426751592357
3418,4.2,1,0.006369426751592357
3418,4.4,1,0.006369426751592357
3418,44,1,0.006369426751592357
3418,440,1,0.006369426751592357
3418,45,1,0.006369426751592357
3418,48,1,0.006369426751592357
3418,5.5,1,0.006369426751592357
3418,5/4,1,0.006369426751592357
3418,55,1,0.006369426751592357
3418,8,1,0.006369426751592357
3418,82.5,1,0.006369426751592357
3418,88,1,0.006369426751592357
3418,can'ttttt doooooooo it,1,0.006369426751592357
4344,2.5,44,0.29333333333333333
4344,2 1/2,14,0.09333333333333334
4344,2,9,0.06
4344,8,8,0.05333333333333334
4344,7.5,7,0.04666666666666667
4344,4,5,0.03333333333333333
4344,6,5,0.03333333333333333
4344,9,4,0.02666666666666667
4344,3.5,3,0.02
4344,5,3,0.02
4344,1,2,0.013333333333333334
4344,1 1/2,2,0.013333333333333334
4344,11.25,2,0.013333333333333334
4344,12,2,0.013333333333333334
4344,120,2,0.013333333333333334
4344,2.50,2,0.013333333333333334
4344,3,2,0.013333333333333334
4344,30,2,0.013333333333333334
4344,5.5,2,0.013333333333333334
4344,0,1,0.006666666666666667
4344,1.15,1,0.006666666666666667
4344,1.875,1,0.006666666666666667
4344,10,1,0.006666666666666667
4344,11.50,1,0.006666666666666667
4344,12.8,1,0.006666666666666667
4344,16,1,0.006666666666666667
4344,17.5,1,0.006666666666666667
4344,2 45,1,0.006666666666666667
4344,2.0,1,0.006666666666666667
4344,2.1,1,0.006666666666666667
4344,2.25,1,0.006666666666666667
4344,2.5 hours,1,0.006666666666666667
4344,2.7,1,0.006666666666666667
4344,21,1,0.006666666666666667
4344,28.125,1,0.006666666666666667
4344,3.75,1,0.006666666666666667
4344,4 1/2,1,0.006666666666666667
4344,4.5,1,0.006666666666666667
4344,45,1,0.006666666666666667
4344,6 1/2,1,0.006666666666666667
4344,6 30,1,0.006666666666666667
4344,60,1,0.006666666666666667
4344,75,1,0.006666666666666667
4344,8.3,1,0.006666666666666667
4344,8.5 / 4.5,1,0.006666666666666667
4344,They will not meet up at the same tome,1,0.006666666666666667
4344,dwq32rwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwwr321oi´,1,0.006666666666666667
4344,it takes Noah 3 3/4 it takes Andre 7 1/2,1,0.006666666666666667
4344,like 14 50/100,1,0.006666666666666667
4480,12,891,0.6332622601279317
4480,3,92,0.06538734896943853
4480,14,34,0.024164889836531627
4480,1/3,31,0.02203269367448472
4480,18,28,0.01990049751243781
4480,2,25,0.017768301350390904
4480,6,25,0.017768301350390904
4480,36,24,0.017057569296375266
4480,8,24,0.017057569296375266
4480,72,16,0.011371712864250177
4480,4,14,0.009950248756218905
4480,20,13,0.00923951670220327
4480,24,11,0.007818052594171997
4480,15,10,0.007107320540156361
4480,9,10,0.007107320540156361
4480,1/2,9,0.006396588486140725
4480,13,9,0.006396588486140725
4480,17,9,0.006396588486140725
4480,32,9,0.006396588486140725
4480,22,8,0.005685856432125089
4480,10,7,0.004975124378109453
